0,6.1881728638528655
1,-0.8142859951928094
2,-0.601128624713076
3,51.93408269646267
4,2.261005697863526
5,-1.74306344454951
6,1.2844664718579564
7,2.388776873041465
8,-1.0116908935849664
9,18.330488951402007
10,-1.3629113186523802
11,-1.0177320087617967
12,-1.3172522734966143
13,67.37872094148383
14,12.395948974437996
15,12.9925017852594
16,-1.6615074448513998
17,15.002512653097494
18,14.76067901919161
19,16.955386531594456
20,-1.6587392831560241
21,53.51490700324998
22,-0.8116854856319935
23,17.293238215921708
24,44.5648406080234
25,13.171600823012287
26,15.884825821044174
27,11.630184137464195
28,0.7955357149392244
29,82.54000747922599
