,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.08899993896484375,0.0004000663757324219,0.9096091205211726,0.9092013404664483,1,"(15,)",3,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 3, 'NN__alpha': 1}",142,0.9105691056910569,0.909877800407332,0.9166666666666666,0.9063136456211812,0.9103869653767821,0.9073791348600508,0.9022403258655805,0.9094147582697201,0.9081632653061225,0.9130213631739573,0.013114882720689596,0.0004899792418945042,0.004642851807525069,0.00231321998468052
1,0.12499995231628418,0.0005999565124511719,0.9189739413680782,0.9228420910910087,1,"(15,)",5,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 5, 'NN__alpha': 1}",133,0.9166666666666666,0.9226069246435845,0.9308943089430894,0.9220977596741344,0.9103869653767821,0.9241730279898219,0.9226069246435845,0.9241730279898219,0.9142857142857143,0.9211597151576806,0.031855959350660615,0.0004898624411217046,0.00716217676290714,0.0011817366334701627
2,0.13839998245239257,0.0006000518798828125,0.9185667752442996,0.9211118108764721,1,"(15,)",10,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 10, 'NN__alpha': 1}",134,0.9085365853658537,0.9236252545824847,0.926829268292683,0.9180244399185336,0.9144602851323829,0.9251908396946565,0.9144602851323829,0.9206106870229007,0.9285714285714286,0.9181078331637843,0.023482793770162602,0.0004899403160383116,0.007780872567204368,0.002890077577150448
3,0.15539999008178712,0.0006000041961669922,0.9385179153094463,0.9417752565523541,1,"(15,)",15,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 15, 'NN__alpha': 1}",95,0.926829268292683,0.9434826883910387,0.9471544715447154,0.939918533604888,0.9348268839103869,0.9399491094147583,0.9389002036659878,0.9440203562340967,0.9448979591836735,0.9415055951169888,0.01828228803181538,0.0004899013824479931,0.007292850453322518,0.0017210895866418229
4,0.14500007629394532,0.00039997100830078123,0.9364820846905537,0.9411645177060468,1,"(15,)",17,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 17, 'NN__alpha': 1}",107,0.926829268292683,0.9434826883910387,0.943089430894309,0.9394093686354379,0.9368635437881874,0.9430025445292621,0.9327902240325866,0.9384223918575063,0.9428571428571428,0.9415055951169888,0.020552348813444317,0.0004898624411217046,0.006186575174854817,0.001973240692726704
5,0.1427999973297119,0.0,0.9401465798045603,0.9435052258264512,1,"(15,)",20,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 20, 'NN__alpha': 1}",80,0.9288617886178862,0.9434826883910387,0.9512195121951219,0.939918533604888,0.9429735234215886,0.9470737913486005,0.9348268839103869,0.9424936386768448,0.9428571428571428,0.944557477110885,0.018280094569317375,0.0,0.007667706829491193,0.002354997674772998
6,0.18420000076293946,0.0009999752044677734,0.9405537459283387,0.9440147532961491,1,"(15,)",24,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 24, 'NN__alpha': 1}",76,0.9349593495934959,0.945010183299389,0.9512195121951219,0.9419551934826884,0.9307535641547862,0.9470737913486005,0.9409368635437881,0.9440203562340967,0.9448979591836735,0.9420142421159715,0.025388228054067423,9.536743164062499e-08,0.007214836772531443,0.0019283390623978523
7,0.17080001831054686,0.0007999420166015625,0.9393322475570033,0.9451340873180326,1,"(15,)",26,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 26, 'NN__alpha': 1}",89,0.9390243902439024,0.945010183299389,0.9471544715447154,0.9419551934826884,0.9307535641547862,0.9480916030534351,0.9368635437881874,0.9460559796437659,0.9428571428571428,0.944557477110885,0.018819113037283383,0.0003999710083007813,0.005539533658202224,0.0020024975574822234
8,0.16000003814697267,0.00019998550415039061,0.9413680781758957,0.9458465555641367,1,"(15,)",28,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 28, 'NN__alpha': 1}",58,0.9410569105691057,0.945010183299389,0.9532520325203252,0.9424643584521385,0.9307535641547862,0.9496183206106871,0.9409368635437881,0.9470737913486005,0.9408163265306122,0.9450661241098678,0.02841123693357084,0.0003999710083007812,0.007136763374571051,0.0023866364767809955
9,0.19580001831054689,0.0006000041961669922,0.9413680781758957,0.9463557723042735,1,"(15,)",30,"{'NN__hidden_layer_sizes': (15,), 'ica__n_components': 30, 'NN__alpha': 1}",58,0.9369918699186992,0.9460285132382892,0.9532520325203252,0.9439918533604889,0.9327902240325866,0.9491094147582697,0.9409368635437881,0.9480916030534351,0.9428571428571428,0.944557477110885,0.08162693232316405,0.0004899013824479931,0.006878781342001456,0.001976093723779426
10,0.11319990158081054,0.00040001869201660155,0.9096091205211726,0.9090996628900584,1,"(30,)",3,"{'NN__hidden_layer_sizes': (30,), 'ica__n_components': 3, 'NN__alpha': 1}",142,0.9105691056910569,0.909877800407332,0.9166666666666666,0.9068228105906314,0.9103869653767821,0.9068702290076336,0.9022403258655805,0.9094147582697201,0.9081632653061225,0.9125127161749745,0.02423549974914619,0.0004899208473093903,0.004642851807525069,0.0021217043926645123
