1,0.206783288149
2,0.136654304859
3,0.0866249559891
4,0.0798996846228
5,0.0743788962441
6,0.0563335763049
7,0.0518457268661
8,0.0476660355252
9,0.0455396924851
10,0.0397114743676
11,0.0335695038021
12,0.0323044294297
13,0.0228550800591
14,0.0216704980311
15,0.0133539554128
16,0.0108680083409
17,0.00877541151475
18,0.00560960940321
19,0.00459186562552
20,0.00448558770463
21,0.00329825328831
22,0.00264679954522
23,0.00241243923589
24,0.00199750001219
25,0.00165684720465
26,0.0015255224686
27,0.00110276546901
28,0.000771379999479
29,0.000682906424577
30,0.000384001615474
