num_clusters,WCSS,AMI,ACC,SHIL,HOMO,COMP,V_MEAS,DS,c-type
1,41689.526904443235,-4.3929539281905504e-16,0.4982044529566675,0.0,-4.3929539281905504e-16,1.0,-8.785907856381105e-16,./PCA/Abalone,KM
2,21749.627699464058,0.15856832651079877,0.6667464687574814,0.40465317929830186,0.1587677170111585,0.23273984277978046,0.18876556823277418,./PCA/Abalone,KM
3,16882.245656872805,0.1593604974886402,0.6801532200143644,0.40536969713151744,0.17067699841303002,0.15973344311563933,0.16502398950240335,./PCA/Abalone,KM
4,13431.502372565046,0.16137510183694617,0.6966722528130237,0.38383735981258776,0.21690679494892046,0.16182008031895886,0.18535719154092548,./PCA/Abalone,KM
5,10681.81313239532,0.13309901443315017,0.6746468757481446,0.39705381961902064,0.21106326479981372,0.13361954506999751,0.16364133409607318,./PCA/Abalone,KM
6,8521.91006957683,0.12883097301354918,0.677040938472588,0.4198144319236963,0.2290167612248361,0.12941472137689794,0.16537688112337898,./PCA/Abalone,KM
7,7230.084373673415,0.12672543107164494,0.6698587502992578,0.44033690850506363,0.23929110038725687,0.1273872156259777,0.1662635922071201,./PCA/Abalone,KM
8,6295.004617191837,0.11899334540727073,0.6700981565717021,0.4306419535550196,0.24002610625621232,0.11972330612310009,0.1597596438409125,./PCA/Abalone,KM
9,5557.442227846126,0.11717646775653837,0.6839837203734738,0.41548814309085125,0.2507458741037576,0.11796507546899103,0.1604468540815696,./PCA/Abalone,KM
10,4867.29678140289,0.11385182996118946,0.6952358151783576,0.412043176439723,0.2543720747601509,0.11470572297211093,0.15811264139191247,./PCA/Abalone,KM
11,4470.1728232570695,0.11072783398883987,0.6894900646396935,0.3976643423154659,0.2574053616256617,0.11164384180767262,0.15573925214540327,./PCA/Abalone,KM
12,3943.4476693823262,0.11192119565103267,0.6952358151783576,0.39925995005567605,0.26048580132921834,0.11292775526588267,0.1575522704155044,./PCA/Abalone,KM
13,3586.7376123775593,0.10897788443039856,0.6930811587263587,0.39027583149628475,0.26196515143181015,0.11004578399890777,0.1549855540473756,./PCA/Abalone,KM
14,3260.7844654388414,0.10744153102317053,0.6966722528130237,0.3852488730873008,0.2680413814327163,0.10855887473392922,0.1545313380646646,./PCA/Abalone,KM
15,3054.043710805715,0.1062278206982548,0.6973904716303567,0.3777199367900421,0.27096625032825034,0.10740774667408991,0.15383654586763124,./PCA/Abalone,KM
16,2865.4687340342925,0.10332092713238879,0.696911659085468,0.3635455311544546,0.27111736393683,0.10455504339981446,0.15091173692432913,./PCA/Abalone,KM
17,2718.0920564246667,0.10032364885568651,0.6899688771845822,0.3527716956242648,0.26988338087544045,0.10161330801682177,0.14763923302406884,./PCA/Abalone,KM
18,2615.2736077172503,0.09918998100542559,0.6916447210916926,0.3418576383105148,0.2720327185138559,0.10053718372450852,0.14681488352114563,./PCA/Abalone,KM
19,2500.0014826160923,0.0974159439662538,0.6928417524539143,0.3278061305596728,0.27358852322879795,0.09881288265341918,0.145187801195787,./PCA/Abalone,KM
20,2401.264661223748,0.09558371174523882,0.6902082834570266,0.3312415863017521,0.2702205744842578,0.09705520252182206,0.1428153677649076,./PCA/Abalone,KM
21,2318.889153010076,0.09541502750432128,0.6976298779028011,0.3189204081451169,0.27587116755929036,0.09693055877582889,0.14345612980142092,./PCA/Abalone,KM
22,2228.3983986366657,0.09419686507783032,0.6981086904476898,0.3132094603139036,0.276407094060406,0.09576877828707048,0.1422508640395154,./PCA/Abalone,KM
23,2161.2857647209407,0.09302515468642499,0.6981086904476898,0.30897586855680576,0.2774039442431591,0.09464917784067146,0.14114143219826816,./PCA/Abalone,KM
24,2106.239838540344,0.09172613246103589,0.6981086904476898,0.29874572955102097,0.2785164716371223,0.09339754958764307,0.13988585794662883,./PCA/Abalone,KM
25,2061.1274157832836,0.09149802099323613,0.6993057218099115,0.2963784813792274,0.2791321392746259,0.09323563664310708,0.13978149773396012,./PCA/Abalone,KM
26,2009.2196041982943,0.09011468981302492,0.6973904716303567,0.2869293875788252,0.28081646764942125,0.09189227853213135,0.1384720124012324,./PCA/Abalone,KM
27,1966.937369958134,0.08964510043328369,0.6985875029925784,0.2805317643873438,0.2831106442787074,0.0914718239103157,0.13826940233374668,./PCA/Abalone,KM
28,1926.5409725692643,0.09108921437006139,0.6985875029925784,0.28191990127139605,0.2911726943612063,0.09296147231079605,0.1409291060934518,./PCA/Abalone,KM
29,1876.3247208102512,0.09094395881968445,0.6978692841752454,0.2880464417960112,0.29264963824862084,0.09287492501375184,0.14100171972256287,./PCA/Abalone,KM
35,1667.146786683743,0.08785266236135118,0.6983480967201341,0.2782247569769228,0.29545513112434935,0.09013012343249428,0.13812461510026774,./PCA/Abalone,KM
40,1544.2634847528636,0.08549584811463667,0.6997845343548001,0.25116707594727283,0.3026855081229324,0.08798551288611313,0.13633946846942271,./PCA/Abalone,KM
50,1359.16533159662,0.08260301145222518,0.7005027531721331,0.23032962409799868,0.31537788242381204,0.08554683963468994,0.13458676727897637,./PCA/Abalone,KM
