,0,1,2,3,4,5,6,7,8,9,var,sing_val
0,0.364513032583,0.365505382443,0.332152048313,0.371244464832,0.358317138141,0.363215547375,0.360479848987,0.13775393388,-0.252233328283,0.111930351348,0.692741829064,170.105338541
1,0.0121799262879,0.0135987921553,0.0195155091743,-0.00152621597968,-0.0168225750413,0.00675201753631,0.0107690934844,0.666897904631,0.098796316404,-0.73778414752,0.151983289811,79.6764834529
2,0.11726076558,0.100571498683,0.0725426028084,0.133305557736,0.15846272103,0.112848132898,0.115470287746,-0.4591276288,0.772569013892,-0.307022641513,0.0911509935872,61.7039464065
3,0.040534367618,0.0652550635753,0.873193250531,-0.226456138542,-0.334350457261,-0.250837953246,-0.0555508111141,-0.0366184634967,0.034798001012,0.00151454431609,0.0277385587458,34.0387954959
4,-0.595353645777,-0.586243822395,0.30807502034,0.230922675258,0.227129138745,0.273150757963,0.165006072051,0.0116845738738,-0.00777304380772,-0.00371234748567,0.016712340142,26.4210985338
5,0.0840409014566,0.00462533866897,0.161469962389,-0.0523420299283,0.491029338995,0.151288589968,-0.836520581057,0.0147053605843,-0.0102218686038,-0.00424621085325,0.0113701948817,21.7929585006
6,-0.0486258987755,-0.0100047309399,0.0226888865373,0.110252348518,0.550042411793,-0.807807360844,0.169949243731,0.0216748144513,-0.0202905423658,-0.00119384276437,0.00637621738444,16.3197610322
7,-0.698056179939,0.712674495843,-0.00822409609073,0.0175202000355,0.00998866394577,0.0296269422029,-0.0578374453777,-0.00543752851127,0.00869332329181,-0.00319369267646,0.00126172680429,7.2596369479
8,-0.0208094048373,0.0118234456665,0.000302435305076,-0.851231434911,0.372936028907,0.203579062158,0.307078855108,0.00168429362648,-0.00238266464369,0.000688591813769,0.000664849579637,5.26979761864
9,2.92041418758e-16,-3.04100384089e-16,1.02974811026e-16,2.65340533534e-16,6.55422880077e-17,-3.75180707832e-17,-1.08470982076e-16,-0.568574506168,-0.572613298824,-0.590624280695,7.3615090703e-33,1.75353994499e-14
