0,0.0020283999053022726
1,0.004975912369365312
2,0.002471442547638783
3,0.0010726513453017056
4,0.0020368992082740916
5,0.11509353271630329
6,0.046143096207398815
7,0.2953288010157113
8,0.02725655067559236
9,0.003980830583698557
10,0.002293922836356294
11,0.004955861112017859
12,0.01699962038674204
13,0.20149655345942247
14,0.02971131901190853
15,0.004475621223354137
16,0.003743120110448843
17,0.001811826355714631
18,0.0015826803185707763
19,0.0026207170665513975
20,0.0011805934042817352
21,0.004505821058636683
22,0.0024814909431042885
23,0.0383040899233084
24,0.014828053232045337
25,0.10418119862454268
26,0.03578609283863746
27,0.010794172494694448
28,0.015437418505377444
29,0.0024217105196979744
