num_clusters,LL,AMI,ACC,SHIL,HOMO,COMP,V_MEAS,DS,c-type
1,-2.183025743774623,-4.3929539281905504e-16,0.4982044529566675,0.0,-4.3929539281905504e-16,1.0,-8.785907856381105e-16,./RF/Abalone,GMM
2,-0.5710955717571184,0.16369527283208096,0.6727316255685899,0.4097811367342903,0.16389344847433412,0.24031058498802957,0.19487846343938064,./RF/Abalone,GMM
3,0.15861855797467944,0.17281934298617013,0.6712951879339238,0.2839658883987011,0.1732115996728374,0.1888907272250477,0.18071170824175767,./RF/Abalone,GMM
4,0.4640888980267905,0.16401974052579424,0.6667464687574814,0.2578417179102962,0.19719626380425667,0.16451601542350056,0.179379829994935,./RF/Abalone,GMM
5,0.6032242176579908,0.16023363086942177,0.6873354081876946,0.20390315120650174,0.22682320623035077,0.16079874742755967,0.18818793468819892,./RF/Abalone,GMM
6,0.6829007732795086,0.14667225103015177,0.6717740004788125,0.16876230720205004,0.2351317418842764,0.14730672434246067,0.18113495238930655,./RF/Abalone,GMM
7,0.7763356608157452,0.13401488932679728,0.6708163753890352,0.15329635315504822,0.2344889301077376,0.13472417723302424,0.1711278800828712,./RF/Abalone,GMM
8,0.814812643500019,0.13153489315861647,0.6724922192961456,0.14825305353269236,0.2355035276734007,0.1323469336440433,0.16946108828191722,./RF/Abalone,GMM
9,0.8101789678365513,0.1317820578295856,0.6847019391908068,0.12144905337437024,0.23443622235963527,0.13273428703986898,0.16950013159890445,./RF/Abalone,GMM
10,0.9064988759993212,0.11757249540302403,0.6799138137419201,0.09119288349837681,0.24180160500950715,0.11849779605559047,0.15905081824520773,./RF/Abalone,GMM
11,0.9452364153628927,0.11710118076002485,0.6765621259276993,0.07022078803153332,0.2533179125418604,0.11807981270284856,0.16107654750718256,./RF/Abalone,GMM
12,0.9639868672055906,0.11544086660268581,0.6863777830979172,0.05832416406782777,0.2574279598114282,0.11648848893072869,0.16039622834368622,./RF/Abalone,GMM
13,1.0054199431858735,0.12007332143488586,0.6870960019152502,0.08386402984561754,0.2624550596114198,0.12123719113935931,0.16585851898410814,./RF/Abalone,GMM
14,1.036081052414715,0.11174989540691992,0.6815896576490305,0.06967486564227425,0.25634174684494826,0.1129675288636518,0.15682407992652142,./RF/Abalone,GMM
15,1.0543903101177607,0.10897591177132443,0.6966722528130237,0.03411696083367855,0.2578040521025027,0.11025333338786321,0.15445285015721166,./RF/Abalone,GMM
16,1.0700914671878763,0.10962255004827125,0.6885324395499162,0.05192444106801543,0.2598103291572555,0.11099459727279902,0.15554023583105006,./RF/Abalone,GMM
17,1.0821502344818215,0.10693068734344419,0.6952358151783576,0.023251998855033238,0.26821287295304,0.10831883013241045,0.15431637966555461,./RF/Abalone,GMM
18,1.084351112617244,0.10574080364851211,0.6897294709121379,0.03161784106228326,0.2669644329877732,0.10720322233290787,0.1529765978303955,./RF/Abalone,GMM
19,1.0967418538114286,0.10242341809036908,0.6878142207325832,0.025237682171661672,0.2634190385273483,0.10395479251681243,0.1490779646294241,./RF/Abalone,GMM
20,1.1071575358457046,0.09766562905379272,0.6868565956428059,-0.01219269724267328,0.2651972092465846,0.09920632100466299,0.14439618327472215,./RF/Abalone,GMM
21,1.1192900376612085,0.10433399980748558,0.6906870960019152,-0.007080943000455317,0.27069492902924586,0.106041721297485,0.15238738357877812,./RF/Abalone,GMM
22,1.1317403202319576,0.1026659844014458,0.7012209719894661,0.013987605309067291,0.2786892191389277,0.10437512752778882,0.1518712093221954,./RF/Abalone,GMM
23,1.1489799869446495,0.09977842100933601,0.7028968158965765,-0.013812274248386226,0.2853322856641163,0.10147818275938307,0.1497115729560572,./RF/Abalone,GMM
24,1.1744145612220913,0.10067826593621507,0.7028968158965765,0.008183835179981743,0.2873348690302514,0.102460962676871,0.15105655267033613,./RF/Abalone,GMM
25,1.1832785196811442,0.10103695691270732,0.7005027531721331,0.001323798347180918,0.2815202820870107,0.1029529061936857,0.15076906310649565,./RF/Abalone,GMM
26,1.1890615935642068,0.10122562364001482,0.6990663155374671,0.025079846953846317,0.2836187105523586,0.10320302094223031,0.15133745258649137,./RF/Abalone,GMM
27,1.194706597137486,0.10246519350693199,0.7098395977974623,0.022429260824812742,0.29441047638718393,0.10446525164798157,0.15421176242079007,./RF/Abalone,GMM
28,1.221243597541597,0.09893109328648256,0.7050514723485756,-0.012072133616293602,0.28902629566217053,0.10098250898209217,0.14967149536220256,./RF/Abalone,GMM
29,1.2336261702092246,0.09650859866584015,0.7038544409863539,-0.028819787153916285,0.2912140835966628,0.09857441169512729,0.1472914532605051,./RF/Abalone,GMM
35,1.2929743533055977,0.09503071976027921,0.7112760354321284,-0.007108648005766161,0.3019744820504831,0.09743120989904545,0.14732759065704087,./RF/Abalone,GMM
40,1.3429703710802403,0.09248172921727872,0.710318410342351,-0.014030387040363555,0.30344034776267476,0.09517665932947797,0.1449031932506071,./RF/Abalone,GMM
50,1.444298815512553,0.08524813004571599,0.710318410342351,-0.008192282137444174,0.3004639822954957,0.08848475910863081,0.1367094440170094,./RF/Abalone,GMM
