num_clusters,WCSS,AMI,ACC,SHIL,HOMO,COMP,V_MEAS,DS,c-type
1,41770.0,-4.3929539281905504e-16,0.4982044529566675,0.0,-4.3929539281905504e-16,1.0,-8.785907856381105e-16,./ORG/Abalone,KM
2,21830.092419214652,0.15856832651079877,0.6667464687574814,0.40346682823634944,0.1587677170111585,0.23273984277978046,0.18876556823277418,./ORG/Abalone,KM
3,16962.698457318344,0.15973974043376016,0.6806320325592531,0.4033827620727825,0.1711420288542701,0.16011238661671387,0.1654435830014405,./ORG/Abalone,KM
4,13511.943206563763,0.16137510183694617,0.6966722528130237,0.38175112597560157,0.21690679494892046,0.16182008031895886,0.18535719154092548,./ORG/Abalone,KM
5,10762.220152049125,0.13309901443315017,0.6746468757481446,0.39445503905262674,0.21106326479981372,0.13361954506999751,0.16364133409607318,./ORG/Abalone,KM
6,8602.32567902797,0.12874545612963798,0.677040938472588,0.41656433291831735,0.2288682493073821,0.12932925479164586,0.1652683773039873,./ORG/Abalone,KM
7,7310.472365247235,0.1267254310716449,0.6698587502992578,0.43687404187958834,0.23929110038725684,0.12738721562597766,0.16626359220712,./ORG/Abalone,KM
8,6375.337309034152,0.1188540413155102,0.6700981565717021,0.426920278461216,0.23974175756596142,0.11958413375878452,0.15957275051144992,./ORG/Abalone,KM
9,5638.010418293231,0.11690975313472884,0.6837443141010294,0.4114326350866518,0.24998382005987843,0.11769922589462076,0.1600449214667839,./ORG/Abalone,KM
10,4945.971961325589,0.11316383870188225,0.6902082834570266,0.4068563277048823,0.2528638502308681,0.11401833385884198,0.15716824717444197,./ORG/Abalone,KM
11,4417.717317774559,0.11323797999260994,0.6899688771845822,0.40749501200725025,0.2534536029514217,0.11418734659781715,0.1574427138335055,./ORG/Abalone,KM
12,4022.3974799971684,0.1111470661492267,0.6897294709121379,0.3935527241043248,0.2587471212684449,0.11215431984061289,0.15648150252425824,./ORG/Abalone,KM
13,3667.1985709800106,0.10912380734042543,0.6930811587263587,0.3845959208574673,0.2623773619332276,0.11019125934260626,0.15520196969571504,./ORG/Abalone,KM
14,3341.001933259685,0.10744153102317053,0.6966722528130237,0.3792810765374171,0.2680413814327163,0.10855887473392922,0.1545313380646646,./ORG/Abalone,KM
15,3135.603136098678,0.10575811565409321,0.6966722528130237,0.36803408516310954,0.2707884756712588,0.10693405478796239,0.1533215911593886,./ORG/Abalone,KM
16,2944.980449824709,0.10374665613390081,0.6966722528130237,0.3593452975274215,0.27158750607338805,0.1049831905929712,0.15143038566292852,./ORG/Abalone,KM
17,2800.3156291365895,0.1004914773826774,0.6942781900885803,0.34553976044887136,0.27076452647206783,0.10177874503083077,0.14794562570957506,./ORG/Abalone,KM
18,2681.6536079386356,0.09902747801821522,0.6928417524539143,0.3393373522068948,0.27077334421587806,0.10037986287205551,0.1464634584464641,./ORG/Abalone,KM
19,2578.5779279725193,0.0967507338498626,0.6873354081876946,0.32317668440122627,0.2712960258662004,0.09815117281950873,0.1441506294526919,./ORG/Abalone,KM
20,2479.721191872436,0.09530456361941408,0.6875748144601389,0.3218739026119346,0.2701936170896401,0.09677204873590346,0.14250482983091467,./ORG/Abalone,KM
21,2399.6807398666388,0.09566052145440222,0.6976298779028011,0.31249847471103764,0.27624328023082,0.09717781684589867,0.14377719470769854,./ORG/Abalone,KM
22,2308.6185536393173,0.09432208700716026,0.6978692841752454,0.3020887363286053,0.2779487857619223,0.09588683756534148,0.14258475334495305,./ORG/Abalone,KM
23,2244.520350933967,0.09259844144302813,0.6976298779028011,0.2971523652878291,0.2767745044963133,0.09421935718721298,0.14058192651013332,./ORG/Abalone,KM
24,2187.0820036993614,0.09142083592018246,0.6988269092650228,0.2909751275910138,0.27778783106038124,0.09309149287301771,0.1394506634724793,./ORG/Abalone,KM
25,2133.8434745437326,0.09177544222890463,0.6976298779028011,0.290929563296005,0.28195423897187966,0.0935006902199323,0.14043185428969682,./ORG/Abalone,KM
26,2090.5614532704894,0.0917879110500212,0.6988269092650228,0.28188507902599585,0.287436916898773,0.09355155270562986,0.14116001940279485,./ORG/Abalone,KM
27,2040.6518703984557,0.09029345614657144,0.6973904716303567,0.27970676051391563,0.28224605716397777,0.09213714361680965,0.13892367739770778,./ORG/Abalone,KM
28,1994.860803390949,0.09125462129975047,0.6981086904476898,0.27541734817277486,0.28938584529483646,0.0931409371917178,0.14092434869825587,./ORG/Abalone,KM
29,1950.135695344546,0.09085321639301933,0.6973904716303567,0.28090552501611216,0.2889229264295592,0.09280866584654941,0.14048903405937135,./ORG/Abalone,KM
35,1738.902518629304,0.08729200892665734,0.6995451280823558,0.26239197532759045,0.2972547118174281,0.08953180020149078,0.13761467186884704,./ORG/Abalone,KM
40,1604.5096179061247,0.08538181449467859,0.7007421594445774,0.24463052675461716,0.30361805096123856,0.0878594153499756,0.13628219625773833,./ORG/Abalone,KM
50,1439.6233551448752,0.08261341069499527,0.7012209719894661,0.2276328420981838,0.31385785431582325,0.08557416876753235,0.13448158105557273,./ORG/Abalone,KM
