,test,train
0.1,0.0337961053837,0.000572920962199
0.2,0.0405369988545,0.000799450171821
0.3,0.0388479266896,0.00120998854525
0.4,0.0367992668958,0.00162199312715
0.5,0.0365852004582,0.00205049255441
0.6,0.0297981214204,0.00246579610538
0.7,0.0234641008018,0.00282538373425
0.8,0.0173976632302,0.00326671248568
0.9,0.00951019473081,0.0037901489118
