,test,train
0.1,0.00178914089338,0.0161697136282
0.2,0.00269489117636,0.0266091179801
0.3,0.173877663234,1.37734561283
0.4,0.160931042381,1.59876545246
0.5,0.156422817869,1.89861131729
0.6,0.125937411227,2.2050082016
0.7,0.109448064148,2.19061479954
0.8,0.0817132646043,2.33734268041
0.9,0.0604770675855,2.70969658648
