,test,train
0.1,0.000295440033369,0.202704852476
0.2,0.000455989327747,0.17032044613
0.3,0.000654659925203,0.163834694336
0.4,0.000781853086664,0.172995901223
0.5,0.000915277625609,0.155109316482
0.6,0.00108938930498,0.122072449522
0.7,0.00123820897716,0.0557172045083
0.8,0.00532671782275,0.0931812733543
0.9,0.00294926862261,0.0483198406
