,test,train
0.1,0.000986391751212,0.00260801833065
0.2,0.000478350513731,0.0024826575027
0.3,0.000457457041193,0.00250978235999
0.4,0.000441328753368,0.00326964490523
0.5,0.000353356241249,0.00370694157755
0.6,0.000304971363221,0.00431358533388
0.7,0.000336128294293,0.00479523481772
0.8,0.000190607104742,0.00454451317637
0.9,0.000124261168821,0.00392907216883
