,test,train
0.1,0.000336494845357,0.00213736540664
0.2,0.000291408934686,0.00369924398626
0.3,0.000304604810992,0.00497741122567
0.4,0.000236426116828,0.00601438717067
0.5,0.000192439862531,0.00709608247422
0.6,0.000181076746827,0.0084021076747
0.7,0.000194639175277,0.00955601374571
0.8,0.000135257731955,0.0104306071019
0.9,0.000111065292089,0.0114005040091
