,test,train
0.1,0.0894376174115,0.404047468499
0.2,0.0815409851089,0.480340893471
0.3,0.073440183276,0.5442334937
0.4,0.0643167010307,0.606208659794
0.5,0.0543736082477,0.658384054983
0.6,0.0468724856814,0.708387262314
0.7,0.0379451088202,0.761156838488
0.8,0.0300448109965,0.823480962199
0.9,0.0204745017181,0.861817915235
