,test,train
0.1,0.0116013745719,0.0041358075614
0.2,0.0216855899198,0.00327624284182
0.3,0.0289785108835,0.00272714776656
0.4,0.0334222222227,0.00193172966829
0.5,0.0378534707888,0.00152888888624
0.6,0.0426336769742,0.00116636884195
0.7,0.036788636884,0.000808247423265
0.8,0.0327939518902,0.000576953036216
0.9,0.0200199770916,0.000385246275982
