,test,train
0.1,0.00148746849943,0.406218556701
0.2,0.000858098510882,1.17438643757
0.3,0.00077049255441,0.976985292096
0.4,0.000667857961054,1.03367257732
0.5,0.000615807560138,1.31079770905
0.6,0.000586849942726,2.14338492554
0.7,0.000551660939289,2.62327056128
0.8,0.000424100801833,2.38138758305
0.9,0.000222497136312,2.59454717068
